*  
*             E T A - U M A
  7054.627      4.6519594E+08
  7066.402      4.6367533E+08
  7078.198      4.6232310E+08
  7090.013      4.6143363E+08
  7101.848      4.6054278E+08
  7113.702      4.5965270E+08
  7125.576      4.5875827E+08
  7137.470      4.5786557E+08
  7149.384      4.5696861E+08
  7161.318      4.5579005E+08
  7173.272      4.5459955E+08
  7185.246      4.5340022E+08
  7197.239      4.5220307E+08
  7209.253      4.5100413E+08
  7221.287      4.4980147E+08
  7233.341      4.4859706E+08
  7245.415      4.4739197E+08
  7257.509      4.4631846E+08
  7269.623      4.4532480E+08
  7281.758      4.4433139E+08
  7293.913      4.4334019E+08
  7306.087      4.4234342E+08
  7318.283      4.4134794E+08
  7330.499      4.4034698E+08
  7342.735      4.3934342E+08
  7354.991      4.3830080E+08
  7367.269      4.3719632E+08
  7379.566      4.3608982E+08
  7391.884      4.3498042E+08
  7404.223      4.3387190E+08
  7416.582      4.3275766E+08
  7428.962      4.3164346E+08
  7441.362      4.3052739E+08
  7453.783      4.2943587E+08
  7466.226      4.2841110E+08
  7478.688      4.2738410E+08
  7491.171      4.2635488E+08
  7503.676      4.2532720E+08
  7516.201      4.2429546E+08
  7528.747      4.2325786E+08
  7541.314      4.2222467E+08
  7553.902      4.2118659E+08
  7566.512      4.2015197E+08
  7579.142      4.1911162E+08
  7591.793      4.1807478E+08
  7604.465      4.1703133E+08
  7617.159      4.1598592E+08
  7629.873      4.1494224E+08
  7642.609      4.1389478E+08
  7655.366      4.1280646E+08
  7668.145      4.1166678E+08
  7680.944      4.1052122E+08
  7693.766      4.0937706E+08
  7706.608      4.0822710E+08
  7719.472      4.0708038E+08
  7732.357      4.0592442E+08
  7745.264      4.0477526E+08
  7758.193      4.0373488E+08
  7771.143      4.0276349E+08
  7784.115      4.0178912E+08
  7797.108      4.0081536E+08
  7810.123      3.9983606E+08
  7823.160      3.9885741E+08
  7836.218      3.9787942E+08
  7849.298      3.9689683E+08
  7862.401      3.9598624E+08
  7875.525      3.9507251E+08
  7888.670      3.9416006E+08
  7901.838      3.9324451E+08
  7915.028      3.9232851E+08
  7928.240      3.9141379E+08
  7941.474      3.9049347E+08
  7954.730      3.8956077E+08
  7968.008      3.8861069E+08
  7981.309      3.8765440E+08
  7994.631      3.8669962E+08
  8007.976      3.8574294E+08
  8021.343      3.8478358E+08
  8034.732      3.8382070E+08
  8048.144      3.8285936E+08
  8061.578      3.8188368E+08
  8075.034      3.8090298E+08
  8088.513      3.7992061E+08
  8102.015      3.7893744E+08
  8115.539      3.7795347E+08
  8129.085      3.7696298E+08
  8142.654      3.7597510E+08
  8156.246      3.7502848E+08
  8169.861      3.7416970E+08
  8183.498      3.7331290E+08
  8197.158      3.7245069E+08
  8210.841      3.7159126E+08
  8224.546      3.7072813E+08
  8238.274      3.6986214E+08
  8252.026      3.6899658E+08
  8265.801      3.6815482E+08
  8279.598      3.6731421E+08
  8293.418      3.6647149E+08
  8307.262      3.6562426E+08
  8321.129      3.6477821E+08
  8335.019      3.6392851E+08
  8348.931      3.6308080E+08
  8362.867      3.6218256E+08
  8376.827      3.6127702E+08
  8390.810      3.6037059E+08
  8404.815      3.5946486E+08
  8418.845      3.5855430E+08
  8432.897      3.5764528E+08
  8446.974      3.5673072E+08
  8461.074      3.5541088E+08
  8475.197      3.5397930E+08
  8489.344      3.5254262E+08
  8503.515      3.5110256E+08
  8517.709      3.4966224E+08
  8531.927      3.4821939E+08
  8546.168      3.4677261E+08
  8560.434      3.4558899E+08
  8574.723      3.4450323E+08
  8589.036      3.4341334E+08
  8603.373      3.4232237E+08
  8617.733      3.4122813E+08
  8632.118      3.4013290E+08
  8646.527      3.3903747E+08
  8660.960      3.3886179E+08
  8675.417      3.3897866E+08
  8689.898      3.3909776E+08
  8704.403      3.3921395E+08
  8718.933      3.3933242E+08
  8733.486      3.3945018E+08
  8748.064      3.3956646E+08
  8762.667      3.3846989E+08
  8777.294      3.3718502E+08
  8791.945      3.3589469E+08
  8806.620      3.3460714E+08
  8821.320      3.3331203E+08
  8836.045      3.3201686E+08
  8850.795      3.3091632E+08
  8865.568      3.3326592E+08
  8880.367      3.3562115E+08
  8895.190      3.3798045E+08
  8910.038      3.4034208E+08
  8924.911      3.4270896E+08
  8939.809      3.4508016E+08
  8954.730      3.4555939E+08
  8969.678      3.4194822E+08
  8984.650      3.3832870E+08
  8999.647      3.3470781E+08
  9014.670      3.3107766E+08
  9029.718      3.2744090E+08
  9044.790      3.2379997E+08
  9059.888      3.2418202E+08
  9075.011      3.2669395E+08
  9090.158      3.2921014E+08
  9105.332      3.3173334E+08
  9120.530      3.3426269E+08
  9135.755      3.3679206E+08
  9151.004      3.3884989E+08
  9166.279      3.3406016E+08
  9181.580      3.2926221E+08
  9196.906      3.2445693E+08
  9212.258      3.1964102E+08
  9227.635      3.1481917E+08
  9243.037      3.0998566E+08
  9258.466      3.0967472E+08
  9273.920      3.1309149E+08
  9289.400      3.1651539E+08
  9304.906      3.1994298E+08
  9320.438      3.2338000E+08
  9335.996      3.2682022E+08
  9351.580      3.2980854E+08
  9367.189      3.2873843E+08
  9382.825      3.2766602E+08
  9398.487      3.2659280E+08
  9414.176      3.2551811E+08
  9429.890      3.2444054E+08
  9445.630      3.2336083E+08
  9461.396      3.1952173E+08
  9477.190      3.1461600E+08
  9493.010      3.0970259E+08
  9508.855      3.0478093E+08
  9524.728      2.9984992E+08
  9540.626      2.9491056E+08
  9556.552      2.9333917E+08
  9572.504      2.9660630E+08
  9588.482      2.9988150E+08
  9604.487      3.0316026E+08
  9620.520      3.0644662E+08
  9636.578      3.0973728E+08
  9652.663      3.1239101E+08
  9668.775      3.1180163E+08
  9684.915      3.1120992E+08
  9701.081      3.1061866E+08
  9717.274      3.1002378E+08
  9733.494      3.0943136E+08
  9749.742      3.0883331E+08
  9766.017      3.0797392E+08
  9782.317      3.0710477E+08
  9798.646      3.0623606E+08
  9815.003      3.0536579E+08
  9831.386      3.0449462E+08
  9847.797      3.0361795E+08
  9864.234      3.0261754E+08
  9880.700      3.0159523E+08
  9897.193      3.0057110E+08
  9913.714      2.9954387E+08
  9930.262      2.9851754E+08
  9946.837      2.9748755E+08
  9963.440      2.9344288E+08
  9980.072      2.8867818E+08
  9996.730      2.8390662E+08
  10013.42      2.7912630E+08
  10030.13      2.7433853E+08
  10046.87      2.6954109E+08
  10063.64      2.7120109E+08
  10080.44      2.7434816E+08
  10097.27      2.7750003E+08
  10114.12      2.8065610E+08
  10131.01      2.8382125E+08
  10147.92      2.8698867E+08
  10164.86      2.8691117E+08
  10181.82      2.8637363E+08
  10198.82      2.8583709E+08
  10215.84      2.8529843E+08
  10232.90      2.8475891E+08
  10249.98      2.8421914E+08
  10267.09      2.8338902E+08
  10284.22      2.8255885E+08
  10301.39      2.8172371E+08
  10318.59      2.8088976E+08
  10335.81      2.8005338E+08
  10353.06      2.7923360E+08
  10370.34      2.7849510E+08
  10387.65      2.7775914E+08
  10404.99      2.7701968E+08
  10422.36      2.7627731E+08
  10439.76      2.7553571E+08
  10457.18      2.7477744E+08
  10474.64      2.7399715E+08
  10492.12      2.7321370E+08
  10509.64      2.7243187E+08
  10527.18      2.7164870E+08
  10544.75      2.7086186E+08
  10562.35      2.7006720E+08
  10579.99      2.6927130E+08
  10597.65      2.6847072E+08
  10615.33      2.6766896E+08
  10633.05      2.6686667E+08
  10650.80      2.6606736E+08
  10668.58      2.6537008E+08
  10686.39      2.6466824E+08
  10704.23      2.6396826E+08
  10722.09      2.6326723E+08
  10739.99      2.6256403E+08
  10757.92      2.6166267E+08
  10775.88      2.6050800E+08
  10793.86      2.5935160E+08
  10811.88      2.5819522E+08
  10829.93      2.5703440E+08
  10848.01      2.5587320E+08
  10866.11      2.5217328E+08
  10884.25      2.4815168E+08
  10902.42      2.4412720E+08
  10920.62      2.4009205E+08
  10938.85      2.3604894E+08
  10957.11      2.3469994E+08
  10975.40      2.3758875E+08
  10993.72      2.4048304E+08
  11012.07      2.4338264E+08
  11030.45      2.4628584E+08
  11048.86      2.4919466E+08
  11067.30      2.4890754E+08
  11085.78      2.4840846E+08
  11104.28      2.4790714E+08
  11122.82      2.4740462E+08
  11141.38      2.4690261E+08
  11159.98      2.4628584E+08
  11178.61      2.4556974E+08
  11197.27      2.4485037E+08
  11215.96      2.4413094E+08
  11234.68      2.4340990E+08
  11253.43      2.4268618E+08
  11272.22      2.4195346E+08
  11291.03      2.4121925E+08
  11309.88      2.4048515E+08
  11328.76      2.3974590E+08
  11347.67      2.3900789E+08
  11366.61      2.3838730E+08
  11385.58      2.3778501E+08
  11404.59      2.3718112E+08
  11423.63      2.3657357E+08
  11442.70      2.3596654E+08
  11461.80      2.3533109E+08
  11480.93      2.3467467E+08
  11500.09      2.3402010E+08
  11519.29      2.3336120E+08
  11538.52      2.3270160E+08
  11557.78      2.3202858E+08
  11577.07      2.3132955E+08
  11596.39      2.3063061E+08
  11615.75      2.2993277E+08
  11635.14      2.2923101E+08
  11654.56      2.2853640E+08
  11674.01      2.2786792E+08
  11693.50      2.2719590E+08
  11713.02      2.2652387E+08
  11732.57      2.2585086E+08
  11752.16      2.2518627E+08
  11771.77      2.2460550E+08
  11791.42      2.2402328E+08
  11811.10      2.2343963E+08
  11830.82      2.2285699E+08
  11850.57      2.2227003E+08
  11870.35      2.2161160E+08
  11890.16      2.2095318E+08
  11910.01      2.2029334E+08
  11929.89      2.1963160E+08
  11949.80      2.1896898E+08
  11969.75      2.1839176E+08
  11989.73      2.1781656E+08
  12009.74      2.1723954E+08
